id,type_code,type_description,name,postcode,land_area,area_derivation,st_area_shape_,st_perimeter_shape_,object_id
"1310","152",Postal Locality,HAMILTON HILL,"6163",6603800.071,CO,9229485.02818327,13076.2903067277,"1310"
"1311","152",Postal Locality,WATHEROO,"6513",783364781.005,CO,1053361416.58641,175357.624538318,"1311"
"1312","152",Postal Locality,NULSEN,"6450",2429569.938,CO,3533554.87027757,8110.70994655499,"1312"
"1313","152",Postal Locality,MINIGIN,"6312",222330200.873,CO,316677455.316433,89748.9024327505,"1313"
"1314","152",Postal Locality,WILLIAMS,"6391",2135681536.662,CO,3051072437.84314,358989.771569067,"1314"
"1315","152",Postal Locality,THREE SPRINGS,"6519",1188360.948,CO,1575241.90092179,6564.66444054933,"1315"
"1316","152",Postal Locality,CHADWICK,"6450",7658121.819,CO,11127623.5303921,19911.5763368479,"1316"
"1317","152",Postal Locality,PINK LAKE,"6450",43955020.677,CO,63938340.2681255,44350.2954563926,"1317"
"1318","152",Postal Locality,MELALEUCA,"6079",78819560.595,CO,109308755.352304,55701.3200966445,"1318"
"1319","152",Postal Locality,PEGS CREEK,"6714",4494964.333,CO,5164875.34376076,10567.4487978765,"1319"
"1320","152",Postal Locality,KARRATHA,"6714",474164.987,CO,544861.230823219,3033.35799764412,"1320"
"1321","152",Postal Locality,DAMPIER,"6713",10543264.204,CO,12105172.992126,21918.7092965289,"1321"
"1322","152",Postal Locality,MADORA BAY,"6210",3958845.052,CO,5549674.46927588,11312.9701792875,"1322"
"1323","152",Postal Locality,MULATAGA,"6714",15399280.718,CO,17696141.1984036,21116.7312997778,"1323"
"1324","152",Postal Locality,STOVE HILL,"6714",32671520.668,CO,37562645.9410128,31549.7545240052,"1324"
"1325","152",Postal Locality,BAYNTON,"6714",2747765.826,CO,3158134.12885958,8470.24495866068,"1325"
"1326","152",Postal Locality,OOMBULGURRI,"6740",12184297055.035,CO,12861553600.1827,1239321.01642849,"1326"
"1327","152",Postal Locality,GAP RIDGE,"6714",66935399.095,CO,76910271.3862921,59021.3481741827,"1327"
"1328","152",Postal Locality,GNOOREA,"6714",13555952.387,CO,15598175.9862414,26714.5278970231,"1328"
"1329","152",Postal Locality,WATTLE GROVE,"6107",8015819.252,CO,11181585.6140575,19335.457071841,"1329"
"1330","152",Postal Locality,KARRAMINDIE,"6429",737672007.715,CO,1007525454.37073,149224.102696842,"1330"
"1331","152",Postal Locality,BRABHAM,"6055",6451244.567,CO,8963503.00662799,13332.8608920323,"1331"
"1332","152",Postal Locality,FEYSVILLE,"6431",944957167.192,CO,1290228074.5778,171496.1718745,"1332"
"1333","152",Postal Locality,EAST PINGELLY,"6308",922164094.549,CO,1301192037.96212,205671.679545182,"1333"
"1334","152",Postal Locality,POPANYINNING,"6309",186351100.034,CO,263627649.595119,92702.3090117302,"1334"
"1335","152",Postal Locality,KENWICK,"6107",9796273.842,CO,13677561.3174991,19306.0330194664,"1335"
"1336","152",Postal Locality,DAYTON,"6055",2733932.145,CO,3943291.05799339,8250.62021762789,"1336"
"1337","152",Postal Locality,WYNDHAM,"6740",936052665.052,CO,1023756626.01643,203457.297519286,"1337"
"1338","152",Postal Locality,SOUTH KUNUNOPPIN,"6489",238908510.425,CO,327933332.11358,99751.9164655905,"1338"
"1339","152",Postal Locality,BAANDEE,"6412",146297840.098,CO,201974231.515196,62964.3111664475,"1339"
"1340","152",Postal Locality,NORTH BAANDEE,"6412",298623658.81,CO,411104291.605274,98419.2237507333,"1340"
"1341","152",Postal Locality,BURRAN ROCK,"6490",169429287.612,CO,232617980.467138,80930.0414626829,"1341"
"1342","152",Postal Locality,HINES HILL,"6413",237778520.629,CO,328204534.551217,110450.40366076,"1342"
"1343","152",Postal Locality,TALGOMINE,"6490",171090658.058,CO,234492825.949666,79085.2441047821,"1343"
"1344","152",Postal Locality,NUKARNI,"6480",241985473.888,CO,332517136.016228,107210.853115722,"1344"
"1345","152",Postal Locality,NOKANING,"6415",233605017.978,CO,321511423.330617,91720.8380964171,"1345"
"1346","152",Postal Locality,ELABBIN,"6490",129302637.863,CO,177471751.804142,72217.3688609154,"1346"
"1347","152",Postal Locality,NUNGARIN,"6490",351340724.314,CO,481034644.268539,108261.245596119,"1347"
"1348","152",Postal Locality,KWELKAN,"6490",57252942.644,CO,78397143.3726924,45281.8155077732,"1348"
"1349","152",Postal Locality,YOKINE,"6060",4773940.761,CO,6673182.72376047,12902.8341099312,"1349"
"1350","152",Postal Locality,DIANELLA,"6059",10819995.351,CO,15031082.0524722,21259.5597322444,"1350"
"1351","152",Postal Locality,PARADISE,"6236",24328707.064,CO,34977457.3670394,24533.5339363616,"1351"
"1352","152",Postal Locality,WOMARDEN,"6519",380439218.03,CO,503784847.083414,105429.484511082,"1352"
"1353","152",Postal Locality,BILINGURR,"6725",13070314.929,CO,14514957.8391614,17837.0419604014,"1353"
"1354","152",Postal Locality,WATERBANK,"6725",6633957308.913,CO,7340137066.09774,430706.033008119,"1354"
"1355","152",Postal Locality,DUDAWA,"6519",356743361.171,CO,471723790.602366,131195.244358013,"1355"
"1356","152",Postal Locality,ROEBUCK,"6725",5582418678.827,CO,6094254186.19941,512255.825881908,"1356"
"1357","152",Postal Locality,EDEN HILL,"6054",2171789.898,CO,3030218.23021489,10253.7679171259,"1357"
"1358","152",Postal Locality,BASSENDEAN,"6054",7388019.717,CO,10243813.8854817,16216.2135336787,"1358"
"1359","152",Postal Locality,MADDINGTON,"6109",10816752.098,CO,15109049.1205653,18560.503689479,"1359"
"1360","152",Postal Locality,JOONDALUP,"6027",10681398.077,CO,14761532.4261382,17241.1706876549,"1360"
"1361","152",Postal Locality,SUCCESS,"6164",5980368.754,CO,8365760.93696387,14091.2485643736,"1361"
"1362","152",Postal Locality,BINDOON TRAINING AREA,"6502",137367877.146,CO,188732852.47569,56768.2453429512,"1362"
"1363","152",Postal Locality,BEELIAR,"6164",11698578.071,CO,16372672.7321404,21257.5810384487,"1363"
"1364","152",Postal Locality,WANNEROO,"6065",20051784.342,CO,27831917.1327866,42199.4075659333,"1364"
"1365","152",Postal Locality,MOUNT HARDMAN,"6765",9013755123.068,CO,10021916428.7044,580572.70430738,"1365"
"1366","152",Postal Locality,KING LEOPOLD RANGES,"6728",35359833357.928,CO,38838070213.8356,2001234.4486558,"1366"
"1367","152",Postal Locality,WEST PERTH,"6005",2328560.954,SM,3245182.84700464,17870.7011459965,"1367"
"1368","152",Postal Locality,LAKEWOOD,"6431",16949987.428,CO,23059536.9118413,24966.974776008,"1368"
"1369","152",Postal Locality,PERTH,"6000",6056039.67,CO,8441536.51079575,21934.1581926474,"1369"
"1370","152",Postal Locality,NAVAL BASE,"6165",5099706.481,CO,7141655.97078126,13075.5277355928,"1370"
"1371","152",Postal Locality,KWINANA BEACH,"6167",13935883.355,CO,19542208.6539901,24480.7673950901,"1371"
"1372","152",Postal Locality,DARDANUP WEST,"6236",18245994.158,CO,26244238.5652331,21046.3036814689,"1372"
"1373","152",Postal Locality,FOREST HILL,"6324",206168418.742,CO,363066031.958421,103927.623972904,"1373"
"1374","152",Postal Locality,CLEARY,"6472",398388581.367,CO,537144234.502296,100820.168173106,"1374"
"1375","152",Postal Locality,MOLLERIN,"6475",797961969.619,CO,1077013759.07592,163322.964900112,"1375"
"1376","152",Postal Locality,MOUNT BARKER,"6324",489188222.942,CO,722194519.697438,156883.7704783,"1376"
"1377","152",Postal Locality,BADGINGARRA,"6521",1126620481.423,CO,1520141629.42916,192561.179333422,"1377"
"1378","152",Postal Locality,LYNWOOD,"6147",1788714.678,CO,2496598.77229175,6723.74293099463,"1378"
"1379","152",Postal Locality,BOOTHENDARRA,"6521",629966534.345,CO,848125319.587672,155931.945084022,"1379"
"1380","152",Postal Locality,VIVEASH,"6056",1536357.481,CO,2137121.31550861,6933.33268110834,"1380"
"1381","152",Postal Locality,HILL RIVER,"6521",624376797.137,CO,839652208.136297,147883.50120632,"1381"
"1382","152",Postal Locality,NAMBUNG,"6521",577213674.373,CO,780342708.761683,127258.96101591,"1382"
"1383","152",Postal Locality,ABBA RIVER,"6280",28367761.668,CO,41076863.9105965,31904.094927786,"1383"
"1384","152",Postal Locality,MIDDLE SWAN,"6056",13363640.288,CO,18590780.3894179,21769.3541060084,"1384"
"1385","152",Postal Locality,WILUNA,"6646",35984467115.662,CO,45084220202.5556,1063080.69407232,"1385"
"1386","152",Postal Locality,LAKE CARNEGIE,"6646",25855639582.668,CO,32256542199.8335,1044917.20790713,"1386"
"1387","152",Postal Locality,HIGH WYCOMBE,"6057",10457402.317,CO,14145474.9101901,17136.2756780144,"1387"
"1388","152",Postal Locality,SABINA RIVER,"6280",18475046.693,CO,26792498.105468,23596.2416871988,"1388"
"1389","152",Postal Locality,SINGLETON,"6175",3769951.183,CO,5318984.8848639,10051.0724048204,"1389"
"1390","152",Postal Locality,WILLETTON,"6155",8650710.145,CO,12084140.1656437,14270.5324767128,"1390"
"1391","152",Postal Locality,SHELLEY,"6148",2108657.192,CO,2942974.88119734,11276.9680980736,"1391"
"1392","152",Postal Locality,ROSSMOYNE,"6148",1635912.646,CO,2284044.71919053,8017.16978248695,"1392"
"1393","152",Postal Locality,WEST COOLUP,"6214",83969421.262,CO,119129569.150531,56160.49149504,"1393"
"1394","152",Postal Locality,WAROONA,"6215",241260783.819,CO,342846269.929325,124181.121942614,"1394"
"1395","152",Postal Locality,LANGFORD,"6147",3260063.21,CO,4586431.81805738,9205.98013472093,"1395"
"1396","152",Postal Locality,FERNDALE,"6148",3271359.847,CO,4567551.85625089,10804.5912270097,"1396"
"1397","152",Postal Locality,WESTDALE,"6304",174148956.109,CO,244466967.260545,90789.794224943,"1397"
"1398","152",Postal Locality,FLINT,"6302",568741649.888,CO,796574445.386162,190718.82984477,"1398"
"1399","152",Postal Locality,MARBLE BAR,"6760",35032925442.592,CO,40474687246.0409,1537416.09138318,"1399"
"1400","152",Postal Locality,SHERLOCK,"6714",6399370094.778,SM,7383082117.04752,667730.978935647,"1400"
"1401","152",Postal Locality,YOONGARILLUP,"6280",26401785.788,CO,38257823.7343193,33725.2205245284,"1401"
"1402","152",Postal Locality,LAKE NINAN,"6603",242477421.043,CO,330850670.205785,96784.8759066254,"1402"
"1403","152",Postal Locality,ACTON PARK,"6280",23700392.421,CO,34379348.5693904,27268.1327029637,"1403"
"1404","152",Postal Locality,CARANI,"6569",190453988.226,CO,260021464.991513,81682.4407723484,"1404"
"1405","152",Postal Locality,VICTORY HEIGHTS,"6432",874357.084,CO,1188346.16272057,4900.97730425985,"1405"
"1406","152",Postal Locality,SOUTH BOULDER,"6432",10431129.226,CO,14183782.2908383,22016.8349303168,"1406"
"1407","152",Postal Locality,HITHERGREEN,"6280",24224851.789,CO,35118752.530754,35375.1776186655,"1407"
"1408","152",Postal Locality,YALYALUP,"6280",32170872.948,CO,46660774.1517524,29699.6270761357,"1408"
"1409","152",Postal Locality,SPEARWOOD,"6163",6093812.32,CO,8521624.88845689,13893.3033238266,"1409"
"1410","152",Postal Locality,COOGEE,"6166",5608137.12,CO,7845363.55742421,20193.1752623455,"1410"
"1411","152",Postal Locality,YOGANUP,"6275",383770263.865,CO,556709431.069582,136969.14928265,"1411"
"1412","152",Postal Locality,CLARKSON,"6030",6698351.615,CO,9282810.15498935,12485.3691043157,"1412"
"1413","152",Postal Locality,MINDARIE,"6030",6230675.835,CO,8635678.17189599,14527.9555275655,"1413"
"1414","152",Postal Locality,FINUCANE,"6722",1884720.731,CO,2153634.32135671,8023.90158004454,"1414"
"1415","152",Postal Locality,TAMALA PARK,"6030",2668723.273,CO,3700004.30919553,8103.89877664618,"1415"
"1416","152",Postal Locality,KINROSS,"6028",2826196.299,CO,3920554.00313081,8181.18513620351,"1416"
"1417","152",Postal Locality,BURNS BEACH,"6028",3395591.156,CO,4709274.67995213,9251.59520423554,"1417"
"1418","152",Postal Locality,QUEDJINUP,"6281",7947784.814,CO,11493518.2688658,14575.507033303,"1418"
"1419","152",Postal Locality,DUNSBOROUGH,"6281",16322630.573,CO,23004505.5341013,27709.1972805636,"1419"
"1420","152",Postal Locality,WANDI,"6167",12375918.969,CO,17342624.0161468,18064.5456162307,"1420"
"1421","152",Postal Locality,ANKETELL,"6167",6729792.463,CO,9434709.72082807,12655.7100023758,"1421"
"1422","152",Postal Locality,HAMMOND PARK,"6164",4288502.932,CO,6005905.5380238,12065.951525391,"1422"
"1423","152",Postal Locality,ROLEYSTONE,"6111",37738573.278,CO,52814367.1608282,48082.6084240255,"1423"
"1424","152",Postal Locality,MURDOCH,"6150",4224876.975,CO,5903759.65434873,10589.3178108562,"1424"
"1425","152",Postal Locality,MARTIN,"6110",28422617.133,CO,39723044.7664182,33145.6948698624,"1425"
"1426","152",Postal Locality,BUNBURY,"6230",4771013.453,CO,6610413.83144807,20884.1120621791,"1426"
"1427","152",Postal Locality,NORTH LAKE,"6163",2324036.923,CO,3244988.53451095,9946.91737064448,"1427"
"1428","152",Postal Locality,GOSNELLS,"6110",14783367.485,CO,20666069.9188719,25090.6870672768,"1428"
"1429","152",Postal Locality,WATTLEUP,"6166",11243332.111,CO,15739355.401222,19015.235889709,"1429"
"1430","152",Postal Locality,WUNGONG,"6112",4167462.434,CO,5825788.52415083,15885.9328054433,"1430"
"1431","152",Postal Locality,DARLING DOWNS,"6122",10613076.388,CO,14872400.1041007,18044.0123243821,"1431"
"1432","152",Postal Locality,MOSMAN PARK,"6012",4307152.828,CO,6027381.12475073,11487.7398995613,"1432"
"1433","152",Postal Locality,PEPPERMINT GROVE,"6011",1064980.736,CO,1484825.80468484,5951.83384886881,"1433"
"1434","152",Postal Locality,RUABON,"6280",31613079.343,CO,45739974.0293156,33772.9191588288,"1434"
"1435","152",Postal Locality,NORTHAM,"6401",26776675.568,CO,37097806.8642635,28312.9921626657,"1435"
"1436","152",Postal Locality,CAMILLO,"6111",2606842.319,CO,3646485.82329682,9317.5550687133,"1436"
"1437","152",Postal Locality,CAMBRIDGE GULF,"6743",5887938786.055,CO,4935816815.16818,721839.814344321,"1437"
"1438","152",Postal Locality,MULUCKINE,"6401",67335584.483,CO,92412969.3179798,46670.7306423592,"1438"
"1439","152",Postal Locality,KELMSCOTT,"6111",14998103.139,CO,20980563.0679952,27208.8550995795,"1439"
"1440","152",Postal Locality,CHAMPION LAKES,"6111",5646085.844,CO,7898700.63882269,17959.0849606021,"1440"
"1441","152",Postal Locality,TUTUNUP,"6280",41481211.41,CO,60026598.4973272,39103.8392582751,"1441"
"1442","152",Postal Locality,LUDLOW,"6280",49180224.544,CO,71089373.8143489,43341.100953313,"1442"
"1443","152",Postal Locality,EMU POINT,"6330",1974075.662,SM,2945989.2486011,8923.60519511306,"1443"
"1444","152",Postal Locality,YALLINGUP SIDING,"6282",20238047.7,CO,29305017.1444563,28037.7096198527,"1444"
"1445","152",Postal Locality,CARBUNUP RIVER,"6280",27975750.301,CO,40530306.5034548,34676.2840992009,"1445"
"1446","152",Postal Locality,NEW NORCIA,"6509",146637068.939,CO,200052380.253805,67803.4371362225,"1446"
"1447","152",Postal Locality,GLENTROMIE,"6509",181050134.624,CO,246747258.491138,82509.6773878234,"1447"
"1448","152",Postal Locality,OLD PLAINS,"6569",265537125.361,CO,363496562.152747,95729.453819044,"1448"
"1449","152",Postal Locality,HODDYS WELL,"6566",76885491.042,CO,106493158.168589,54166.827555557,"1449"
"1450","152",Postal Locality,METRICUP,"6280",57149502.252,CO,82949193.4521006,47097.020099225,"1450"
"1451","152",Postal Locality,MORANGUP,"6083",202870544.404,CO,280763915.367821,76820.9222260282,"1451"
"1452","152",Postal Locality,YELVERTON,"6280",34095020.348,CO,49416334.5538855,44136.5410434756,"1452"
"1453","152",Postal Locality,WILYABRUP,"6280",81680732.703,CO,116993651.617653,59408.2393546438,"1453"
"1454","152",Postal Locality,YARAWINDAH,"6509",200212374.17,CO,273964696.783586,98607.7290117593,"1454"
"1455","152",Postal Locality,MIDVALE,"6056",2914861.871,CO,4401554.6030646,11015.9535552395,"1455"
"1456","152",Postal Locality,SWAN VIEW,"6056",7470222.785,CO,10390100.9811251,17294.1791856436,"1456"
"1457","152",Postal Locality,MARGARET RIVER,"6285",61297621.069,CO,89346244.4097971,53355.6029373049,"1457"
"1458","152",Postal Locality,WANNAMAL,"6505",281031344.848,CO,384990757.562061,83118.9752720048,"1458"
"1459","152",Postal Locality,WITCHCLIFFE,"6286",54687971.287,CO,79804910.4653546,48637.6468961073,"1459"
"1460","152",Postal Locality,ROSA BROOK,"6285",65480092.312,CO,95408480.3960369,66979.2624865691,"1460"
"1461","152",Postal Locality,OAKFORD,"6121",45871665.91,CO,64264075.7438325,33960.104497479,"1461"
"1462","152",Postal Locality,REINSCOURT,"6280",8580301.13,CO,12415111.3405049,18476.6451876621,"1462"
"1463","152",Postal Locality,FORRESTDALE,"6112",31778594.606,CO,44491486.4615421,33868.6847405595,"1463"
"1464","152",Postal Locality,YARLOOP,"6218",92314945.286,CO,131476810.733689,77464.6845577709,"1464"
"1465","152",Postal Locality,TALBOT WEST,"6302",55906862.882,CO,78181457.8604215,56560.0012532406,"1465"
"1466","152",Postal Locality,GEOGRAPHE,"6280",5972530.267,CO,8582848.79701092,17946.0251809184,"1466"
"1467","152",Postal Locality,MOORE RIVER NATIONAL PARK,"6503",219733600.175,CO,300725871.228464,100474.690718657,"1467"
"1468","152",Postal Locality,JENNACUBBINE,"6401",71492010.972,CO,98564972.7477974,56291.698949488,"1468"
"1469","152",Postal Locality,KRONKUP,"6330",16424256.478,CO,54588253.3701252,46949.905895857,"1469"
"1470","152",Postal Locality,WEST CAPE HOWE,"6330",24925583.735,CO,37323183.9158601,35380.8584709888,"1470"
"1471","152",Postal Locality,COWALLA,"6503",109772130.124,CO,150184268.205427,65903.070566453,"1471"
"1472","152",Postal Locality,WARAWARRUP,"6220",13360289.331,CO,19068754.6490986,20448.2278897462,"1472"
"1473","152",Postal Locality,COOKERNUP,"6219",82450195.718,CO,116391524.393313,64528.288109426,"1473"
"1474","152",Postal Locality,HARVEY,"6220",65953157.227,CO,94191101.7819494,65379.1897183704,"1474"
"1475","152",Postal Locality,HOFFMAN,"6220",445126494.944,CO,636628720.636204,181494.494977834,"1475"
"1476","152",Postal Locality,KOKEBY,"6304",199879687.749,CO,280003919.324159,90891.2764305612,"1476"
"1477","152",Postal Locality,BROOKTON,"6306",580887820.447,CO,815922844.823068,173566.553047785,"1477"
"1478","152",Postal Locality,SOUTH CARNARVON,"6701",2965831.314,CO,3616891.81960359,8537.78577902358,"1478"
"1479","152",Postal Locality,GILGERING,"6302",153113083.042,CO,213510531.320799,87673.4231818795,"1479"
"1480","152",Postal Locality,JENNAPULLIN,"6401",105351978.976,CO,145488263.29366,67309.457933622,"1480"
"1481","152",Postal Locality,BEVERLEY,"6304",384692215.184,CO,537239900.930581,125936.267313952,"1481"
"1482","152",Postal Locality,TALBOT,"6302",180356718.145,CO,251839631.073613,93090.944626303,"1482"
"1483","152",Postal Locality,GWAMBYGINE,"6302",48223528.495,CO,67262900.0385221,33817.689370082,"1483"
"1484","152",Postal Locality,DALYELLUP,"6230",16487779.793,CO,23723749.9780067,24584.7530896615,"1484"
"1485","152",Postal Locality,PERTH AIRPORT,"6105",19160157.017,CO,29051789.7405002,28763.4335871116,"1485"
"1486","152",Postal Locality,FORRESTFIELD,"6058",17362093.469,CO,24222105.7548993,25782.6814389977,"1486"
"1487","152",Postal Locality,GELORUP,"6230",24782597.606,CO,35683647.1713525,27647.7331548229,"1487"
"1488","152",Postal Locality,COLLEGE GROVE,"6230",5732921.283,CO,8243738.26359028,12125.6221563274,"1488"
"1489","152",Postal Locality,CUNJARDINE,"6401",150569470.282,CO,207688166.222516,78092.3172665129,"1489"
"1490","152",Postal Locality,DAMPIER ARCHIPELAGO,"6713",2936866995.435,SM,3368764100.73559,415146.839064014,"1490"
"1491","152",Postal Locality,STRATHAM,"6237",40770827.47,CO,58745614.7094179,36688.5197849528,"1491"
"1492","152",Postal Locality,ORA BANDA,"6431",1151488920.743,CO,1550249185.60761,182235.407411113,"1492"
"1493","152",Postal Locality,KANOWNA,"6431",2721119358.829,CO,3672858615.68847,307218.440384504,"1493"
"1494","152",Postal Locality,USHER,"6230",3880776.194,CO,5580910.03922126,10848.5277205891,"1494"
"1495","152",Postal Locality,BURRUP,"6714",114607331.821,CO,203727542.680276,117480.809184397,"1495"
"1496","152",Postal Locality,CAPEL,"6271",66393605.788,CO,95858346.3416841,59814.8031498831,"1496"
"1497","152",Postal Locality,PEPPERMINT GROVE BEACH,"6271",1628024.257,CO,2348769.74888826,9006.90848447041,"1497"
"1498","152",Postal Locality,STIRLING ESTATE,"6271",28535670.559,CO,41174580.3786166,34745.9160763975,"1498"
"1499","152",Postal Locality,LONDONDERRY,"6429",1083779305.97,CO,1483585180.63614,206987.031648321,"1499"
"1500","152",Postal Locality,EGANU,"6515",1387492369.315,CO,1857741187.0054,213840.69483368,"1500"
"1501","152",Postal Locality,GILLINGARRA,"6510",220605009.621,CO,300690927.766012,83397.5617168269,"1501"
"1502","152",Postal Locality,WOOLOCUTTY,"6369",410577355.137,CO,574682165.515331,112467.563435746,"1502"
"1503","152",Postal Locality,LEEMAN,"6514",105231859.299,CO,140451164.555732,53388.0895466204,"1503"
"1504","152",Postal Locality,WELLINGTON FOREST,"6236",185980855.932,CO,267764671.441177,171248.170202063,"1504"
"1505","152",Postal Locality,CRAMPHORNE,"6420",716352087.037,CO,995712363.469025,169667.335946583,"1505"
"1506","152",Postal Locality,SOUTH HEDLAND,"6722",22310784.594,CO,26058281.393481,22172.4187949789,"1506"
"1507","152",Postal Locality,GRIMWADE,"6253",50041926.97,CO,72479557.7344259,47473.7947871087,"1507"
"1508","152",Postal Locality,BIBRA LAKE,"6163",12817268.775,CO,17913269.6233717,18314.7565474861,"1508"
"1509","152",Postal Locality,CUNDERDIN,"6407",331783475.476,CO,459292068.308238,127220.265725178,"1509"
"1510","152",Postal Locality,AMBERGATE,"6280",38379584.223,CO,55629936.9009681,35706.273208959,"1510"
"1511","152",Postal Locality,WARDING EAST,"6405",212503382.473,CO,294624410.802152,83445.8754886363,"1511"
"1512","152",Postal Locality,MERREDIN,"6415",250073548.569,CO,344686854.766105,81048.1382988397,"1512"
"1513","152",Postal Locality,MINYIRR,"6725",13111155.675,CO,14571774.4510673,22318.2234087513,"1513"
"1514","152",Postal Locality,MECKERING,"6405",216031228.694,CO,298716551.988625,80903.8126263574,"1514"
"1515","152",Postal Locality,DJUGUN,"6725",9692612.757,CO,10767010.2414976,16798.2626083537,"1515"
"1516","152",Postal Locality,BOALLIA,"6280",37459669.585,CO,54374021.6578178,36567.0503766302,"1516"
"1517","152",Postal Locality,NERIDUP,"6450",859349504.332,CO,1242473532.13906,171768.878276359,"1517"
"1518","152",Postal Locality,HOCKING,"6065",2428250.316,CO,3369675.6325437,7782.03951565698,"1518"
"1519","152",Postal Locality,WARRENUP,"6330",7789166.19,CO,11626970.0075655,14991.887024821,"1519"
"1520","152",Postal Locality,WATERCARRIN,"6407",207427528.354,CO,285912208.810155,101464.197286344,"1520"
"1521","152",Postal Locality,JINDONG,"6280",22402598.023,CO,32477219.5497214,28521.8766876559,"1521"
"1522","152",Postal Locality,BULLFINCH,"6484",1191508005.51,CO,1623115665.44081,214545.84686793,"1522"
"1523","152",Postal Locality,KARROUN HILL,"6472",2814208036.882,CO,3763033900.0456,293008.001021274,"1523"
"1524","152",Postal Locality,MILPARA,"6330",2124701.533,CO,3172779.29283042,8616.91232845935,"1524"
"1525","152",Postal Locality,CABLE BEACH,"6726",9412544.045,CO,10457206.3600333,23446.6481176308,"1525"
"1526","152",Postal Locality,DULYALBIN,"6425",338878972.641,CO,468149200.109349,91750.4489774739,"1526"
"1527","152",Postal Locality,KORBEL,"6415",341232051.301,CO,472369069.217446,104593.273089121,"1527"
"1528","152",Postal Locality,WITTENOOM HILLS,"6447",549709599.822,CO,791907076.668109,117826.107209852,"1528"
"1529","152",Postal Locality,YORNUP,"6256",142183732.118,CO,207807452.467635,87287.8750481891,"1529"
"1530","152",Postal Locality,WINDABOUT,"6450",4034156.829,CO,5859767.66936679,12091.9550708907,"1530"
"1531","152",Postal Locality,SINCLAIR,"6450",1536220.442,CO,2233684.54735887,6497.26379304367,"1531"
"1532","152",Postal Locality,CASCADE,"6450",1285280530.798,CO,1849410879.27223,190871.377667466,"1532"
"1533","152",Postal Locality,BROOME,"6725",7421390.806,CO,8246069.39109915,16793.4343976124,"1533"
"1534","152",Postal Locality,MOUNT JACKSON,"6426",6328760184.034,CO,8479656053.79363,407666.956686683,"1534"
"1535","152",Postal Locality,CLIFTON,"6211",33853496.124,CO,48141593.8570887,34223.1564911003,"1535"
"1536","152",Postal Locality,GRASS PATCH,"6446",1481530121.548,CO,2123162117.04686,233015.650827181,"1536"
"1537","152",Postal Locality,MOUNT HOLLAND,"6426",1468970150.062,CO,2054773017.19223,254201.054631854,"1537"
"1538","152",Postal Locality,CORINTHIA,"6426",414947870.349,CO,568035833.36299,120967.909583857,"1538"
"1539","152",Postal Locality,DALYUP,"6450",731687319.992,CO,1055055680.58399,207337.219257464,"1539"
"1540","152",Postal Locality,NANGEENAN,"6414",184626123.38,CO,254845764.424443,87434.0861285649,"1540"
"1541","152",Postal Locality,BURRACOPPIN,"6421",312805852.635,CO,430676716.790394,99261.6037217796,"1541"
"1542","152",Postal Locality,DAMPIER PENINSULA,"6725",4898373050.182,CO,5317260986.44867,795526.436859416,"1542"
"1543","152",Postal Locality,KOOLYANOBBING,"6427",527551272.288,CO,717640391.951417,124731.451825975,"1543"
"1544","152",Postal Locality,TANDEGIN,"6415",376384827.429,CO,521037949.774777,139775.432908759,"1544"
"1545","152",Postal Locality,TOOLONGA,"6532",4142448278.401,CO,5234268139.82423,316381.944762986,"1545"
"1546","152",Postal Locality,USELESS LOOP,"6537",34619676.633,CO,43127644.3802001,31993.1183704304,"1546"
"1547","152",Postal Locality,DENHAM,"6537",53189800.855,CO,66034114.4757062,41042.8050184384,"1547"
"1548","152",Postal Locality,MONKEY MIA,"6537",5327948.618,CO,6600621.59558424,11560.8188208083,"1548"
"1549","152",Postal Locality,MARVEL LOCH,"6426",845502080.355,CO,1167423600.21733,166051.596163872,"1549"
"1550","152",Postal Locality,CASTLETOWN,"6450",3573491.961,CO,5104856.21900363,12152.9640351099,"1550"
"1551","152",Postal Locality,COOMALBIDGUP,"6450",1137670581.217,CO,1645524438.14214,233878.481362077,"1551"
"1552","152",Postal Locality,WELBUNGIN,"6477",875340771.66,CO,760418610.641273,142025.450003378,"1552"
"1553","152",Postal Locality,ENNUIN,"6484",1181975901.354,CO,1602323100.79548,212524.613917059,"1553"
"1554","152",Postal Locality,KALOORUP,"6280",45098409.485,CO,65440291.687388,35912.6962804903,"1554"
"1555","152",Postal Locality,ESPERANCE,"6450",2423895.424,CO,3507865.23452001,9663.52606032307,"1555"
"1556","152",Postal Locality,WEST PINJARRA,"6208",58723319.15,CO,82699267.9652094,44736.0110292421,"1556"
"1557","152",Postal Locality,MOUNT NEY,"6447",1018932296.378,CO,1463768368.69984,197967.471242525,"1557"
"1558","152",Postal Locality,MOUNT CLARENCE,"6330",2537874.772,CO,3793164.63723061,11280.9779103216,"1558"
"1559","152",Postal Locality,PALMER,"6225",157620127.432,CO,226536281.058445,71587.680984123,"1559"
"1560","152",Postal Locality,MOUNT PALMER,"6426",1662854187.985,CO,2294359186.21041,209242.99339044,"1560"
"1561","152",Postal Locality,BANDY CREEK,"6450",34254950.994,CO,49730110.0387182,40222.7934644685,"1561"
"1562","152",Postal Locality,TURKEY HILL,"6426",540922208.877,CO,737842860.688791,133026.133500107,"1562"
"1563","152",Postal Locality,DROME,"6330",49675284.314,CO,74069838.1788117,40910.4004376593,"1563"
